real_imag_spectra,1470,0.47125,1.50527,[0.5249576, 0.6057684, 0.6826502, 0.72068936, 0.73667294, 0.748549, 0.75872844, 0.76855075, 0.7765872, 0.7892669, 0.79417807, 0.80105364, 0.8117689, 0.82400215, 0.8271274, 0.8352531, 0.84829, 0.86034465, 0.86302346, 0.87052417],[0.6940886428477733, 0.6300907500919162, 0.5689537848720743, 0.5350333804189653, 0.5148101553729373, 0.4955337207299682, 0.48304908101191874, 0.46931284955595526, 0.4622601485324764, 0.44073909530150845, 0.42794072935119015, 0.4203609453800459, 0.4036086595173403, 0.3857472922660611, 0.3731943302462597, 0.3648944815862114, 0.34473192337868797, 0.33155933745536054, 0.3233088137837582, 0.3075161700839921],[0.49125, 0.585, 0.5925, 0.57625, 0.57, 0.575, 0.50375, 0.5175, 0.57875, 0.5425, 0.52, 0.5825, 0.56875, 0.53875, 0.5775, 0.5275, 0.52625, 0.5125, 0.575, 0.47125],[0.6961426138877869, 0.6735768139362335, 0.6600033235549927, 0.6855151200294495, 0.7177737659215927, 0.7014611142873765, 0.8285579758882523, 0.811601409316063, 0.7150990012288093, 0.7303277134895325, 0.7696309697628021, 0.7645739585161209, 0.773380069732666, 0.8227457946538925, 0.6991716539859771, 0.9196590715646744, 0.8851157593727111, 1.0360020619630814, 0.7646185952425003, 1.5052698434889316],0.00000,0.00000,0.00000,[[377   0 423   0]] 
real_imag_spectra,1530,0.54625,0.86943,[0.53361905, 0.6199661, 0.67631036, 0.71247435, 0.729708, 0.7435485, 0.7556925, 0.76024646, 0.7659612, 0.77131885, 0.7715868, 0.77185464, 0.7770337, 0.78114116, 0.78614163, 0.7831056, 0.7821234, 0.79266006, 0.7921243, 0.79560673],[0.6892427188262885, 0.6115661229509489, 0.5745424913959808, 0.5406555835982925, 0.5200732486361276, 0.5041390211441249, 0.48868291522681856, 0.48031363263227267, 0.4733988193116323, 0.461305219362395, 0.45882600396059914, 0.45961698010485347, 0.44959198467879863, 0.44269601542062553, 0.43669134745673205, 0.4346895688867471, 0.43405412819696565, 0.4244390033589313, 0.4265476813437907, 0.4211524804981386],[0.54125, 0.55375, 0.4875, 0.5325, 0.53625, 0.51875, 0.52875, 0.525, 0.51625, 0.48875, 0.51875, 0.50625, 0.52125, 0.48125, 0.5125, 0.5725, 0.55375, 0.53375, 0.54125, 0.54625],[0.68796595454216, 0.6893141067028046, 0.7682411831617355, 0.7491562324762344, 0.7364955019950866, 0.7884969311952591, 0.8306643199920655, 0.8102746325731277, 0.9027124434709549, 0.9275276577472686, 0.871317230463028, 0.8073640149831772, 0.9301754599809646, 1.1408973121643067, 0.8249908185005188, 0.6878219276666642, 0.758993010520935, 0.7903132998943329, 0.7669793713092804, 0.8694254159927368],0.70139,0.23990,0.35752,[[336  43 320 101]] 
real_imag_spectra,1590,0.53625,0.69064,[0.51433164, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546],[0.6954556138763067, 0.6922037327318322, 0.6920159074736233, 0.6920746702393822, 0.6921050937668172, 0.6920684677690829, 0.6920235918902832, 0.6920282025136675, 0.6919273834045854, 0.6920209125606426, 0.6920024317889908, 0.6920320709716721, 0.6919977633439385, 0.6919804582351851, 0.6919380945173244, 0.6919982115204115, 0.6919972744889851, 0.691997463590961, 0.6920440623894133, 0.692015302459069],[0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625],[0.6911312866210938, 0.6907223439216614, 0.6905920350551605, 0.690846381187439, 0.6909121561050415, 0.69082874417305, 0.6907172691822052, 0.6908168423175812, 0.6905527436733245, 0.6907244169712067, 0.6908865535259247, 0.6907143771648407, 0.6909579122066498, 0.6906263816356659, 0.6910655081272126, 0.6905564641952515, 0.6908300125598907, 0.6909975194931031, 0.6906904232501984, 0.6906378376483917],0.53625,1.00000,0.69813,[[  0 371   0 429]] 
real_imag_spectra,1650,0.48125,1.02326,[0.50817037, 0.563086, 0.6371105, 0.67238146, 0.7017591, 0.71533173, 0.72086793, 0.73729795, 0.7364943, 0.7435485, 0.75158495, 0.75265646, 0.76015717, 0.7632824, 0.7623002, 0.77614075, 0.7791767, 0.78292704, 0.78551656, 0.78283775],[0.6980756334784158, 0.665547005530819, 0.6013139043176629, 0.5770086090084016, 0.5553854910568825, 0.5424330624121302, 0.530953068543315, 0.5149196282419012, 0.5120038298376225, 0.5018868923708844, 0.4929240860356977, 0.4888298941016229, 0.47807246196194414, 0.47506324828857927, 0.474191212911714, 0.46150053821750936, 0.455918595076395, 0.4509026141573951, 0.44986280201747914, 0.4412214201639269],[0.52875, 0.47125, 0.4775, 0.46875, 0.4775, 0.48375, 0.5, 0.48, 0.4725, 0.4725, 0.4775, 0.47125, 0.47, 0.46625, 0.47625, 0.47125, 0.48, 0.48625, 0.47875, 0.48125],[0.6918827891349792, 0.7428387022018432, 0.7519256627559662, 0.7697359257936478, 0.8807497757673264, 0.7940786582231522, 0.8571891844272613, 0.9450546723604202, 0.9582714384794235, 1.1887597298622132, 0.9485875725746155, 1.0091524887084962, 1.2819445663690567, 1.3118913924694062, 1.1247611659765244, 1.1513566780090332, 1.1132105278968811, 1.0425554358959197, 1.0792247581481933, 1.023261049389839],0.53509,0.14421,0.22719,[[324  53 362  61]] 
real_imag_spectra,1710,0.46625,1.39204,[0.52901787, 0.6282143, 0.68357146, 0.71375, 0.7275, 0.73625, 0.74464285, 0.74848217, 0.7499107, 0.75964284, 0.7654464, 0.77026784, 0.77419645, 0.77732146, 0.7754464, 0.7819643, 0.78491074, 0.7904464, 0.79901785, 0.7942857],[0.6929658553430013, 0.6140659570693969, 0.567101629802159, 0.5419540324807167, 0.528691925406456, 0.5132732922903129, 0.4971339812874794, 0.4913062788120338, 0.48756779858044214, 0.4757606068679265, 0.46912181332707403, 0.46182847623314177, 0.45684059062174387, 0.4531132874957153, 0.44833929272634643, 0.43998450792261534, 0.43493241401655336, 0.4280789350611823, 0.42323032207787037, 0.4209272405718054],[0.535, 0.45625, 0.48125, 0.45125, 0.45625, 0.45625, 0.46, 0.4625, 0.4575, 0.4675, 0.4675, 0.46, 0.4575, 0.46875, 0.4675, 0.46875, 0.455, 0.45, 0.45875, 0.46625],[0.6915561854839325, 0.781985986828804, 0.7526272034645081, 0.8485884493589402, 1.0592473554611206, 0.8965305733680725, 1.1687858027219773, 0.9791355633735657, 1.1171032679080963, 0.9648846220970154, 1.007409207224846, 0.9794481146335602, 1.359460260272026, 1.0398788851499559, 1.1379072469472886, 1.2271457743644714, 1.5301729184389115, 1.4173469376564025, 1.3272945916652679, 1.3920371198654176],0.57143,0.07356,0.13035,[[341  24 403  32]] 
real_imag_spectra,870,0.49375,0.88552,[0.5134387, 0.57228327, 0.6678275, 0.7159568, 0.7382802, 0.75471026, 0.76247877, 0.7665863, 0.774712, 0.77605146, 0.7864988, 0.7857844, 0.7918564, 0.7962318, 0.79855347, 0.80033934, 0.806322, 0.8047147, 0.8143584, 0.81016165],[0.6973226401452263, 0.6598692133507779, 0.583256918118994, 0.541034540881833, 0.5152055743294365, 0.4936843282948201, 0.4834540735899268, 0.47237736461460406, 0.46500531639176956, 0.4581835380233029, 0.4516452662417246, 0.4449379307551622, 0.43598586777798115, 0.4296930953587514, 0.42489717429062546, 0.42311667435317607, 0.4145546277906971, 0.4101674740352166, 0.40054851947634207, 0.40088481803123033],[0.53375, 0.485, 0.485, 0.465, 0.4775, 0.4825, 0.4725, 0.47875, 0.48, 0.475, 0.495, 0.49125, 0.49875, 0.47875, 0.49375, 0.49625, 0.4975, 0.4925, 0.49625, 0.49375],[0.69213387966156, 0.7206441080570221, 0.746043404340744, 0.7759909278154373, 0.8699320060014725, 0.8340508109331131, 0.7928293597698212, 0.7906181681156158, 0.7653753924369812, 0.8069693410396576, 0.7664671814441681, 0.7571864926815033, 0.7470190060138703, 0.7669945871829986, 0.8618299776315689, 0.802547640800476, 0.7877393341064454, 0.770414252281189, 0.809335196018219, 0.8855228543281555],0.57143,0.14286,0.22857,[[335  45 360  60]] 
real_imag_spectra,930,0.54375,0.68984,[0.51379585, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973, 0.52468973],[0.6962272557619161, 0.6922119947690731, 0.6921878980040412, 0.6921247408766652, 0.6921463954586016, 0.6920699930763722, 0.6920866144109021, 0.6920333522772701, 0.6921000718133706, 0.6921150525325813, 0.6921079592498692, 0.69207882992401, 0.6919959567734062, 0.6919922105743795, 0.6919991330851805, 0.6921032061001181, 0.6920149282202442, 0.6920814335170585, 0.6920066966745659, 0.692095303532268],[0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375, 0.54375],[0.6904169201850892, 0.6897224962711335, 0.6901581418514252, 0.6913552916049958, 0.6895680546760559, 0.6895879209041595, 0.689670125246048, 0.6903273892402649, 0.6902413010597229, 0.6900408053398133, 0.6895838057994843, 0.6899927747249603, 0.6902824723720551, 0.6916057348251343, 0.6896036446094513, 0.6902311050891876, 0.6895580279827118, 0.6898989617824555, 0.6896958589553833, 0.6898408651351928],0.54375,1.00000,0.70445,[[  0 365   0 435]] 
real_imag_spectra,990,0.52625,0.69177,[0.5162068, 0.523261, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398, 0.5259398],[0.6971726164412037, 0.6926335535610197, 0.6920749328053203, 0.6920813786971781, 0.6919312697402579, 0.6919384659033863, 0.691961725339984, 0.6920107142958687, 0.6919754663954165, 0.6919095610835657, 0.6920025070678635, 0.6917846939565667, 0.691815554616664, 0.6919978735212535, 0.691938241519761, 0.6918784017243101, 0.6919706938192028, 0.6919074397085394, 0.6918883015826532, 0.6919381408214952],[0.49875, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625, 0.52625],[0.6941122210025787, 0.691982421875, 0.6917687261104584, 0.6917787921428681, 0.6919873678684234, 0.6918424904346466, 0.6917753291130065, 0.6917856740951538, 0.6917777395248413, 0.6920969879627228, 0.691787486076355, 0.6918170833587647, 0.6919918811321258, 0.6917685842514039, 0.6917687702178955, 0.6918323159217834, 0.6917753779888153, 0.6917700517177582, 0.6917721235752106, 0.6917739725112915],0.52625,1.00000,0.68960,[[  0 379   0 421]] 
real_imag_spectra,1050,0.50125,0.86998,[0.52799356, 0.6205018, 0.6803286, 0.7078311, 0.726047, 0.7358693, 0.75051343, 0.75149566, 0.75926423, 0.76140726, 0.76569337, 0.76631844, 0.77069384, 0.77167606, 0.78283775, 0.78015894, 0.78408784, 0.7879275, 0.7930172, 0.79274935],[0.6902197047167244, 0.6121436966956859, 0.5716360618157178, 0.5443953594274527, 0.5232113874994311, 0.5099630750138926, 0.4954157695513515, 0.4921782480913546, 0.4804822789024951, 0.4761155169689716, 0.4646986925992617, 0.461274869011517, 0.4570420623937987, 0.4478981047057075, 0.4428187563532388, 0.43864331805915724, 0.43336710573062376, 0.42654876113576606, 0.4169479582775745, 0.42071956701603985],[0.525, 0.48625, 0.5, 0.55375, 0.5325, 0.50125, 0.4875, 0.49375, 0.4975, 0.49, 0.49, 0.48625, 0.495, 0.485, 0.505, 0.4975, 0.48875, 0.5275, 0.5025, 0.50125],[0.710730544924736, 0.7153026390075684, 0.7450319302082061, 0.7643119895458221, 0.7559703177213669, 0.7279468154907227, 0.7797925305366517, 0.7539607787132263, 0.8217897963523865, 0.8917138487100601, 0.7561275213956833, 0.900899909734726, 0.7626764690876007, 0.8320616161823273, 0.7683434754610061, 0.8659276223182678, 0.8641326737403869, 0.752612384557724, 0.8360494315624237, 0.8699780380725861],0.57664,0.18810,0.28366,[[322  58 341  79]] 
real_imag_spectra,1110,0.89375,0.30169,[0.5260291, 0.55228144, 0.59996426, 0.6547906, 0.6916689, 0.7083668, 0.7214037, 0.7326547, 0.7447094, 0.7481918, 0.74881685, 0.7616752, 0.7656041, 0.76703274, 0.77676576, 0.7819448, 0.79837483, 0.80971515, 0.8138227, 0.82846683],[0.696758073960599, 0.6647404670151166, 0.6246804778347463, 0.5944926170954077, 0.564229597733142, 0.5458558876367113, 0.5306022734724631, 0.5184315849078618, 0.5042316063098241, 0.49282493168663283, 0.4927488705528369, 0.4759209817228003, 0.4752497100912042, 0.4681787274359422, 0.45546086230057886, 0.4492162418228163, 0.426090838808238, 0.4138417173649692, 0.40115087486205436, 0.38032416923763135],[0.525, 0.68125, 0.7175, 0.76875, 0.79875, 0.89125, 0.895, 0.94, 0.93125, 0.925, 0.89375, 0.9225, 0.87125, 0.9175, 0.935, 0.945, 0.8675, 0.9225, 0.96375, 0.89375],[0.692573903799057, 0.6555001783370972, 0.6274545884132385, 0.5447061532735824, 0.4997724330425262, 0.3987455314397812, 0.35273929953575134, 0.30312507808208466, 0.28743954822421075, 0.30391203597187993, 0.31439068652689456, 0.26529417410492895, 0.33267973974347115, 0.27608404703438283, 0.2296559742093086, 0.22850853662937878, 0.3385467712581158, 0.25927539929747584, 0.1602505125850439, 0.30168557837605475],0.83702,0.99048,0.90731,[[299  81   4 416]] 
real_imag_spectra,1170,0.95000,0.26148,[0.52522546, 0.5891597, 0.63612825, 0.6820252, 0.71309936, 0.7358693, 0.75203145, 0.766497, 0.8005179, 0.81846595, 0.8495401, 0.8490937, 0.8684704, 0.8782034, 0.88043576, 0.8882936, 0.8940977, 0.8953478, 0.9021341, 0.90874183],[0.6930604593936264, 0.6432339587119213, 0.6089190177507023, 0.5760795686572606, 0.5455276980225726, 0.5161698112605736, 0.4954254977516175, 0.46926021470013596, 0.43067709269060794, 0.3966209641782096, 0.355664738043524, 0.3474529257085943, 0.3224204103375495, 0.2989971184370741, 0.2937916105110652, 0.2801614286593746, 0.2730057525500643, 0.2647045611728461, 0.25562107369020287, 0.24218895071532826],[0.59, 0.72, 0.96375, 0.77875, 0.72875, 0.87875, 0.9025, 0.60875, 0.79625, 0.80375, 0.955, 0.7, 0.95, 0.9575, 0.955, 0.955, 0.9375, 0.95, 0.86375, 0.95],[0.670182033777237, 0.43323037698864936, 0.33971478074789047, 0.4143503154069185, 0.453954802993685, 0.3346113225957379, 0.30430281889392063, 0.674450436612824, 0.4323651031052577, 0.45043264762789476, 0.22619870760041522, 0.6365697522110714, 0.23898077920573996, 0.21933310894470195, 0.240382453478378, 0.22757478370120224, 0.23878711001365446, 0.25045210077179947, 0.3817893903487493, 0.2614752268891334],0.92809,0.98100,0.95381,[[347  32   8 413]] 
real_imag_spectra,1230,0.82750,0.63345,[0.5244218, 0.52424324, 0.5809447, 0.63568175, 0.6799714, 0.6930976, 0.7089919, 0.71693903, 0.7315832, 0.74220914, 0.7539066, 0.7600679, 0.7681043, 0.7830163, 0.78998125, 0.80962586, 0.8220377, 0.8401643, 0.8533798, 0.85632646],[0.695176546244081, 0.6906417104131101, 0.648961772188692, 0.6089024485376373, 0.5818499937495203, 0.5652531190225722, 0.5518819161191222, 0.5391378318085097, 0.5241525764789567, 0.5122451507994102, 0.501439085452937, 0.4912081556146044, 0.4741203465443848, 0.4551663714728725, 0.437763915406624, 0.4191747454274221, 0.39614878432411565, 0.36618478693209733, 0.3475453259370318, 0.3315335507876789],[0.5275, 0.47625, 0.78625, 0.67375, 0.83875, 0.8675, 0.87625, 0.8925, 0.92625, 0.92375, 0.7475, 0.63875, 0.91, 0.93125, 0.895, 0.8975, 0.9575, 0.94125, 0.88875, 0.8275],[0.6911028158664704, 0.6905300211906433, 0.47276438534259796, 0.4844440447352827, 0.40902818059781565, 0.3815236301603727, 0.3952457002727897, 0.3857426087418571, 0.355129317193896, 0.3659234766661439, 0.6046615152060951, 0.7567978383600712, 0.4188275787234306, 0.3917807098478079, 0.49241838842630387, 0.4947700609266758, 0.38138740507885815, 0.4373723250254989, 0.5081948620826006, 0.633445987701416],0.73870,0.98688,0.84494,[[286 133   5 376]] 
real_imag_spectra,1290,0.96375,0.18120,[0.5233503, 0.5672828, 0.6251451, 0.67568535, 0.6991696, 0.7172962, 0.7281007, 0.73560137, 0.7439057, 0.7626574, 0.7648897, 0.78158766, 0.78292704, 0.79444593, 0.80810785, 0.81694794, 0.8198946, 0.83543175, 0.83953923, 0.8594517],[0.6963098955927219, 0.6604358211661334, 0.6153832423824297, 0.5834983129918186, 0.5586258715599262, 0.5395746263731526, 0.5265668740399406, 0.510527757190468, 0.5009645320696643, 0.4780528172444782, 0.47240569281976175, 0.4583825224403271, 0.444918514924003, 0.432580695278741, 0.4137469912088389, 0.4065450597409745, 0.39372112254115427, 0.3737717728597137, 0.36538961760188143, 0.3345549932142721],[0.58625, 0.6725, 0.8425, 0.89, 0.84375, 0.9275, 0.86875, 0.9575, 0.91875, 0.9325, 0.96125, 0.90875, 0.95875, 0.96125, 0.935, 0.9675, 0.95625, 0.9, 0.965, 0.96375],[0.6856282591819763, 0.642530734539032, 0.5116257214546204, 0.42937474250793456, 0.39215042665600774, 0.306760862916708, 0.34044952180236576, 0.2377851790934801, 0.2784061901643872, 0.24947507545351982, 0.23597893968224526, 0.2716520405840129, 0.20090367890894412, 0.1830994114279747, 0.24736873134970666, 0.15299519199877978, 0.21531245846301317, 0.31166453327517957, 0.16786153418943286, 0.18119611811824143],0.94457,0.98792,0.96576,[[362  24   5 409]] 
real_imag_spectra,1350,0.58875,0.99848,[0.53504777, 0.6271989, 0.66916686, 0.69488347, 0.7204215, 0.7319403, 0.7386374, 0.7397089, 0.74917406, 0.7578355, 0.7606929, 0.7692651, 0.7818555, 0.79694617, 0.8134655, 0.8297169, 0.84212875, 0.85587996, 0.8600768, 0.8715064],[0.6895390235373927, 0.610490431635707, 0.5810157641501009, 0.5584079239483188, 0.5317021574183376, 0.5146596894933556, 0.5074296930143052, 0.5012964010557986, 0.48643738382926466, 0.48257796168699896, 0.47566328135779185, 0.4609712383232752, 0.4424068448915898, 0.4259993179119722, 0.39963544458776235, 0.3832284950264778, 0.3580916812389767, 0.33957348109164487, 0.3261493819639591, 0.3115090931823865],[0.475, 0.65625, 0.615, 0.59125, 0.5375, 0.60125, 0.495, 0.58625, 0.51625, 0.6325, 0.60875, 0.54875, 0.63375, 0.51375, 0.51875, 0.51125, 0.57375, 0.515, 0.50875, 0.58875],[0.69505664229393, 0.6416769671440125, 0.639970805644989, 0.6929396963119507, 0.7524239993095398, 0.6601331096887588, 0.8170203161239624, 0.7239450001716614, 0.9019318270683289, 0.6685845339298249, 0.7431352186203003, 0.8889937305450439, 0.7076318335533142, 1.0747587823867797, 1.084095203280449, 1.1418348842859267, 0.9799093729257584, 1.1363939303159714, 1.2358953958749772, 0.998482928276062],0.86567,0.27166,0.41355,[[355  18 311 116]] 
real_imag_spectra,1410,0.50000,1.24939,[0.5223681, 0.53826237, 0.6276453, 0.68890077, 0.7187249, 0.740334, 0.7502456, 0.7692651, 0.7774801, 0.79042774, 0.79391015, 0.8117689, 0.8218591, 0.83614606, 0.8342709, 0.86204123, 0.8724886, 0.87489957, 0.8885615, 0.8907938],[0.6946228890932503, 0.6858761408401607, 0.6237499678876849, 0.5655715413440157, 0.53464543423447, 0.509495127152115, 0.4939945433829361, 0.47188227304295455, 0.45883866706291726, 0.44209888879236703, 0.43004696594997116, 0.4132226292486009, 0.39539948312051915, 0.37434581770238223, 0.37014269688287177, 0.3358224639124355, 0.3137975216154031, 0.3070390753149294, 0.2816191142382862, 0.279806619743405],[0.52625, 0.47375, 0.58375, 0.59, 0.515, 0.6325, 0.5875, 0.51375, 0.53625, 0.56, 0.595, 0.5625, 0.55625, 0.49125, 0.55, 0.55, 0.50625, 0.4775, 0.475, 0.5],[0.6923874807357788, 0.7026106584072113, 0.6731466436386109, 0.6721934902668, 0.7516381955146789, 0.6583757138252259, 0.6870805525779724, 0.8417678833007812, 0.7208704084157944, 0.7241072380542755, 0.6887398833036422, 0.7636061179637909, 0.8193519288301467, 0.8133386892080307, 0.890360301733017, 0.8356974095106124, 1.0935091745853425, 1.2549425871670246, 1.6148616018891335, 1.249391460865736],0.80000,0.06651,0.12281,[[372   7 393  28]] 
real_imag_spectra,1470,0.47125,1.50527,[0.5249576, 0.6057684, 0.6826502, 0.72068936, 0.73667294, 0.748549, 0.75872844, 0.76855075, 0.7765872, 0.7892669, 0.79417807, 0.80105364, 0.8117689, 0.82400215, 0.8271274, 0.8352531, 0.84829, 0.86034465, 0.86302346, 0.87052417],[0.6940886428477733, 0.6300907500919162, 0.5689537848720743, 0.5350333804189653, 0.5148101553729373, 0.4955337207299682, 0.48304908101191874, 0.46931284955595526, 0.4622601485324764, 0.44073909530150845, 0.42794072935119015, 0.4203609453800459, 0.4036086595173403, 0.3857472922660611, 0.3731943302462597, 0.3648944815862114, 0.34473192337868797, 0.33155933745536054, 0.3233088137837582, 0.3075161700839921],[0.49125, 0.585, 0.5925, 0.57625, 0.57, 0.575, 0.50375, 0.5175, 0.57875, 0.5425, 0.52, 0.5825, 0.56875, 0.53875, 0.5775, 0.5275, 0.52625, 0.5125, 0.575, 0.47125],[0.6961426138877869, 0.6735768139362335, 0.6600033235549927, 0.6855151200294495, 0.7177737659215927, 0.7014611142873765, 0.8285579758882523, 0.811601409316063, 0.7150990012288093, 0.7303277134895325, 0.7696309697628021, 0.7645739585161209, 0.773380069732666, 0.8227457946538925, 0.6991716539859771, 0.9196590715646744, 0.8851157593727111, 1.0360020619630814, 0.7646185952425003, 1.5052698434889316],0.00000,0.00000,0.00000,[[377   0 423   0]] 
real_imag_spectra,1530,0.54625,0.86943,[0.53361905, 0.6199661, 0.67631036, 0.71247435, 0.729708, 0.7435485, 0.7556925, 0.76024646, 0.7659612, 0.77131885, 0.7715868, 0.77185464, 0.7770337, 0.78114116, 0.78614163, 0.7831056, 0.7821234, 0.79266006, 0.7921243, 0.79560673],[0.6892427188262885, 0.6115661229509489, 0.5745424913959808, 0.5406555835982925, 0.5200732486361276, 0.5041390211441249, 0.48868291522681856, 0.48031363263227267, 0.4733988193116323, 0.461305219362395, 0.45882600396059914, 0.45961698010485347, 0.44959198467879863, 0.44269601542062553, 0.43669134745673205, 0.4346895688867471, 0.43405412819696565, 0.4244390033589313, 0.4265476813437907, 0.4211524804981386],[0.54125, 0.55375, 0.4875, 0.5325, 0.53625, 0.51875, 0.52875, 0.525, 0.51625, 0.48875, 0.51875, 0.50625, 0.52125, 0.48125, 0.5125, 0.5725, 0.55375, 0.53375, 0.54125, 0.54625],[0.68796595454216, 0.6893141067028046, 0.7682411831617355, 0.7491562324762344, 0.7364955019950866, 0.7884969311952591, 0.8306643199920655, 0.8102746325731277, 0.9027124434709549, 0.9275276577472686, 0.871317230463028, 0.8073640149831772, 0.9301754599809646, 1.1408973121643067, 0.8249908185005188, 0.6878219276666642, 0.758993010520935, 0.7903132998943329, 0.7669793713092804, 0.8694254159927368],0.70139,0.23990,0.35752,[[336  43 320 101]] 
real_imag_spectra,1590,0.53625,0.69064,[0.51433164, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546, 0.52522546],[0.6954556138763067, 0.6922037327318322, 0.6920159074736233, 0.6920746702393822, 0.6921050937668172, 0.6920684677690829, 0.6920235918902832, 0.6920282025136675, 0.6919273834045854, 0.6920209125606426, 0.6920024317889908, 0.6920320709716721, 0.6919977633439385, 0.6919804582351851, 0.6919380945173244, 0.6919982115204115, 0.6919972744889851, 0.691997463590961, 0.6920440623894133, 0.692015302459069],[0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625, 0.53625],[0.6911312866210938, 0.6907223439216614, 0.6905920350551605, 0.690846381187439, 0.6909121561050415, 0.69082874417305, 0.6907172691822052, 0.6908168423175812, 0.6905527436733245, 0.6907244169712067, 0.6908865535259247, 0.6907143771648407, 0.6909579122066498, 0.6906263816356659, 0.6910655081272126, 0.6905564641952515, 0.6908300125598907, 0.6909975194931031, 0.6906904232501984, 0.6906378376483917],0.53625,1.00000,0.69813,[[  0 371   0 429]] 
real_imag_spectra,1650,0.48125,1.02326,[0.50817037, 0.563086, 0.6371105, 0.67238146, 0.7017591, 0.71533173, 0.72086793, 0.73729795, 0.7364943, 0.7435485, 0.75158495, 0.75265646, 0.76015717, 0.7632824, 0.7623002, 0.77614075, 0.7791767, 0.78292704, 0.78551656, 0.78283775],[0.6980756334784158, 0.665547005530819, 0.6013139043176629, 0.5770086090084016, 0.5553854910568825, 0.5424330624121302, 0.530953068543315, 0.5149196282419012, 0.5120038298376225, 0.5018868923708844, 0.4929240860356977, 0.4888298941016229, 0.47807246196194414, 0.47506324828857927, 0.474191212911714, 0.46150053821750936, 0.455918595076395, 0.4509026141573951, 0.44986280201747914, 0.4412214201639269],[0.52875, 0.47125, 0.4775, 0.46875, 0.4775, 0.48375, 0.5, 0.48, 0.4725, 0.4725, 0.4775, 0.47125, 0.47, 0.46625, 0.47625, 0.47125, 0.48, 0.48625, 0.47875, 0.48125],[0.6918827891349792, 0.7428387022018432, 0.7519256627559662, 0.7697359257936478, 0.8807497757673264, 0.7940786582231522, 0.8571891844272613, 0.9450546723604202, 0.9582714384794235, 1.1887597298622132, 0.9485875725746155, 1.0091524887084962, 1.2819445663690567, 1.3118913924694062, 1.1247611659765244, 1.1513566780090332, 1.1132105278968811, 1.0425554358959197, 1.0792247581481933, 1.023261049389839],0.53509,0.14421,0.22719,[[324  53 362  61]] 
